A,B,C,D,E,F
,,,,802884913198,0.38
,,,,880160093066415590,0.25
,,,,880154753435809439,0.06
,,,,802884998070,0.05
,,,,802884959528,0.15
,,,,802884826932,0.12
,,,,802884837667,0.15
,,,,802633123289,0.08
,,,,802884927330,0.1
,,,,880157948499798328,0.2
,,,,802633115507,0.1
,,,,802720973148,0.15
,,,,802824937985,0.55
,,,,100360194413,8.15
,,,,880160059900192368,0.22
,,,,100391172093,0.25
,,,,802884911579,0.1
,,,,880158784783809439,0.5
,,,,802884816143,0.15
,,,,802884981183,0.12
,,,,100374188592,1.2
,,,,880157757329718520,0.15
,,,,500127324625,0.1
,,,,500132962946,0.65
,,,,880159160520102469,0.3
,,,,802884939998,0.1
,,,,802884923269,0.1
,,,,880158461872879136,0.16
,,,,802367171569,0.3
,,,,801359812142,0.1
,,,,802884975857,0.1
,,,,802884964317,0.1
,,,,802884950241,0.05
,,,,802884821570,0.15
,,,,802884963464,0.15
,,,,880160791726364085,0.15
,,,,802884953755,0.05
,,,,801359812015,0.1
,,,,801359810772,0.1
,,,,802884994792,0.1
,,,,802884843799,0.16
,,,,500127330778,1.57
,,,,802884903310,0.15
,,,,802633102718,0.05
,,,,802884820983,0.12
,,,,802884832604,0.15
,,,,802884957071,0.1
,,,,802884948345,0.1
,,,,880161411700435792,0.15
,,,,802885025874,0.1
,,,,802884938561,0.1
,,,,802884808143,0.12
,,,,802824966108,0.1
,,,,500132997363,0.15
,,,,802884822452,0.08
,,,,802884924310,0.1
,,,,802884936397,0.14
,,,,880157201076314580,0.15
,,,,880152104853879136,0.34
,,,,100374188618,1.45
,,,,802884794790,0.15
,,,,880156401284162065,0.15
,,,,802632746703,0.4
,,,,880157787829495398,0.4
,,,,500147982805,0.4
,,,,200166997039,19.35
,,,,802884999608,0.14
,,,,802884990241,0.05
,,,,802884939175,0.1
,,,,802824947330,0.06
,,,,802884809688,0.08
,,,,880158065280960045,0.25
,,,,880159183749950944,0.18
,,,,802884956762,0.15
,,,,802633122879,0.1
,,,,500132988631,1.57
,,,,880158033287304489,0.16
,,,,802884942262,0.1
,,,,802884979195,0.1
,,,,880159095829829631,0.15
,,,,880157826685011550,0.3
,,,,100201798982,1.15
,,,,880158623839677116,0.2
,,,,802884940231,0.1
,,,,802884934247,0.05
,,,,880155431196970146,0.26
,,,,802884950777,0.14
,,,,500132988085,0.32
,,,,500132950477,0.38
,,,,802884993956,0.1
,,,,802884759338,0.1
,,,,880160776088112560,0.15
,,,,880158570413172166,0.15
,,,,802633120838,0.1
,,,,802884811020,0.1
,,,,802720899117,0.15
,,,,100374198699,1.38
,,,,802884927359,0.05
,,,,200171838397,0.35
,,,,802884800721,0.1
,,,,802884806660,0.35
,,,,802884983469,0.1
,,,,802884950897,0.14
,,,,802633121434,0.14
,,,,880157670272304489,0.15
,,,,802884955510,0.14
,,,,802884921140,0.05
,,,,500132971782,0.8
,,,,802884976818,0.06
,,,,880157181227910540,0.65
,,,,200166986617,14.25
,,,,880158430205970146,10.05
,,,,802720976530,0.1
,,,,802884827849,0.15
,,,,500132955563,0.19
,,,,802884823195,0.14
,,,,500147988997,0.24
,,,,802885025946,0.2
,,,,880160487078980247,0.15
,,,,100348098627,0.4
,,,,802884944663,0.05
,,,,802884781724,0.15
,,,,880161722354081257,0.25
,,,,802884947065,0.15
,,,,880159308960364085,0.15
,,,,802633116911,0.1
,,,,880158606843879136,0.2
,,,,802884846468,0.1
,,,,802633106830,0.1
,,,,802884934188,0.05
,,,,802884946759,0.15
,,,,880152168893051954,0.86
,,,,500132975571,0.12
,,,,880158697400203479,0.44
,,,,802884973304,0.15
,,,,802884803364,0.1
,,,,802633109555,0.15
,,,,802884960143,0.15
,,,,880158359372940843,0.18
,,,,802885002853,0.1
,,,,802884966828,0.15
,,,,100363304194,1.2
,,,,880158825331031752,0.16
,,,,880156915909617510,0.4
,,,,100348079622,0.73
,,,,802885024648,0.3
,,,,802884983419,0.16
,,,,802824941892,0.3
,,,,200172482914,2.99
,,,,802884802373,0.1
,,,,100360189599,0.14
,,,,802884952793,0.2
,,,,880156899807960045,0.22
,,,,802884970642,0.1
,,,,802633098348,0.45
,,,,802633111678,0.2
,,,,802824918009,0.3
,,,,802884945333,0.15
,,,,802884839267,0.2
,,,,802884914244,0.1
,,,,802633083505,0.2
,,,,802633108395,0.1
,,,,802633024756,0.05
,,,,802633024756,0.05
,,,,880161395853819530,0.15
,,,,880159308959970146,0.15
,,,,802632779140,0.1
,,,,802632779140,0.1
,,,,802884997329,0.1
,,,,802884821533,0.25
,,,,802884803276,0.2
,,,,802884947618,0.15
,,,,802884892031,0.1
,,,,500147988983,0.05
,,,,802633119480,0.25
,,,,802824909111,0.25
,,,,802884760428,0.2
,,,,880159332797374186,0.2
,,,,802884966509,0.05
,,,,801359811817,0.1
,,,,802884937148,0.1
,,,,802884811905,0.15
,,,,802884821917,0.08
,,,,802885025693,0.15
,,,,880157054003233772,0.2
,,,,560093847785,0.05
,,,,802884816452,0.18
,,,,802884933199,0.14
,,,,802720980166,0.14
,,,,802720980166,0.14
,,,,880160734128930742,0.14
,,,,880160442674495398,5.6
,,,,802633101949,0.16
,,,,802884961030,0.1
,,,,802884943204,0.14
,,,,802884847045,0.1
,,,,802884893161,0.15
,,,,802884934857,0.1
,,,,880156947691364085,0.3
,,,,100348098264,2.05
,,,,100360194446,0.45
,,,,802884955590,0.15
,,,,802824964979,0.12
,,,,880157972676415590,0.2
,,,,802633009898,0.1
,,,,802633009898,0.1
,,,,802884936624,0.15
,,,,802884963478,0.1
,,,,802884899749,0.1
,,,,802367168641,0.1
,,,,802632639395,0.15
,,,,802885020955,0.25
,,,,100391188097,0.25
,,,,802884990394,0.1
,,,,802884882097,0.15
,,,,880156831914798328,0.16
,,,,802632970563,0.1
,,,,802632970563,0.1
,,,,802884928408,0.1
,,,,100360194464,0.45
,,,,802884808636,0.14
,,,,802884923206,0.1
,,,,802884960827,0.1
,,,,802884942229,0.1
,,,,802884805051,0.15
,,,,880158389673708429,0.28
,,,,802884928003,0.1
,,,,802885002015,0.12
,,,,880162362579061055,0.05
,,,,802884812925,0.05
,,,,880154407561889237,0.35
,,,,100363326980,0.07
,,,,880156392552495398,0.2
,,,,802884940532,0.1
,,,,802884947883,0.15
,,,,802884932414,0.1
,,,,802884763540,0.1
,,,,802884821254,0.15
,,,,802884958627,0.05
,,,,802633112458,0.1
,,,,802884807315,0.1
,,,,880159867594394388,0.3
,,,,100363329985,0.14
,,,,200172482498,2.45
,,,,802633067508,0.08
,,,,500132962937,0.8
,,,,802884887376,0.1
,,,,802824933701,0.25
,,,,880159418746819530,0.7
,,,,802884808834,0.15
,,,,100363326888,1.17
,,,,880159031740243873,0.38
,,,,880157763251243873,0.3
,,,,802633027567,0.1
,,,,880161482806102469,0.15
,,,,802824988652,0.05
,,,,802884920968,0.1
,,,,802884931291,0.15
,,,,880158383218768025,0.15
,,,,802633119835,0.1
,,,,802884821814,0.12
,,,,880161482425445893,0.2
,,,,802884923616,0.1
,,,,802633109542,0.1
,,,,802884958047,0.15
,,,,880157957174627611,0.06
,,,,802633117701,0.1
,,,,802884813076,0.15
,,,,802884955916,0.2
,,,,880159215576536702,0.15
,,,,100360196679,0.4
,,,,100391174504,11.9
,,,,100391174502,11.85
,,,,802884927368,0.05
,,,,100391174436,1.1
,,,,500132997202,1.91
,,,,802633110290,0.05
,,,,802884763656,0.1
,,,,802884953096,0.06
,,,,880152245351314580,0.35
,,,,880157789081071156,0.35
,,,,100374188596,0.8
,,,,802633084912,0.08
,,,,802884888203,0.15
,,,,880158582862182267,0.3
,,,,802884929699,0.15
,,,,880161387691879136,0.2
,,,,100363312151,0.8
,,,,600067283261,0.22
,,,,802884783651,0.25
,,,,500148572968,0.4
,,,,802884999359,0.15
,,,,200172544369,0.3
,,,,802884795964,0.08
,,,,802824950430,0.15
,,,,802885023663,0.65
,,,,802884778925,0.2
,,,,880159478492667015,0.25
,,,,802884968544,0.1
,,,,802884910808,0.12
,,,,802884821300,0.1
,,,,802825030573,0.72
,,,,802884929656,0.14
,,,,802885023369,0.25
,,,,802824997689,0.05
,,,,100360194215,0.35
,,,,880155836219980247,0.15
,,,,802633116258,0.15
,,,,802884940450,0.1
,,,,802884948233,0.15
,,,,802884806265,0.08
,,,,880152598396394388,0.84
,,,,880152598396394388,0.84
,,,,802633118561,0.14
,,,,880158176283829631,0.75
,,,,880157781152485297,0.4
,,,,802884824105,0.15
,,,,802884760826,0.15
,,,,802884962301,0.15
,,,,802633113476,0.05
,,,,100363327394,0.43
,,,,802884834910,0.15
,,,,802885023797,0.3
,,,,802884920446,0.15
,,,,801359810290,0.15
,,,,802884834369,0.15
,,,,802884978176,0.16
,,,,880160494998617510,0.15
,,,,802884812153,0.2
,,,,100348098554,0.4
,,,,500132950935,1.11
,,,,802633109978,0.1
,,,,802884763945,0.1
,,,,802884787146,0.1
,,,,802884955882,0.1
,,,,802884833771,0.1
,,,,802884940853,0.1
,,,,500132955559,3
,,,,880159301118728621,0.2
,,,,802884825853,0.1
,,,,100391154183,0.18
,,,,500132988550,0.75
,,,,802884955930,0.12
,,,,802884812839,0.1
,,,,802884750054,0.08
,,,,880159862054920641,0.15
,,,,200171831297,0.05
,,,,802884924797,0.1
,,,,802884962583,0.1
,,,,802884902889,0.15
,,,,802884938470,0.08
,,,,802884884981,0.05
,,,,802884894996,0.1
,,,,802884912959,0.05
,,,,200172513429,0.1
,,,,802884944102,0.15
,,,,802884820137,0.15
,,,,880159246014263075,0.76
,,,,880160090335637712,0.2
,,,,802884937576,0.2
,,,,802884941754,0.1
,,,,802824981020,0.04
,,,,802884946848,0.15
,,,,880151886334869035,0.85
,,,,880159689257910540,0.15
,,,,880159167862112560,0.15
,,,,500127324633,0.3
,,,,802884907090,0.05
,,,,880152590499415590,0.86
,,,,802885021408,0.25
,,,,802884800280,0.15
,,,,802884804177,0.05
,,,,802884931523,0.15
,,,,802885021811,0.25
,,,,880159633653839732,0.15
,,,,802884807368,0.1
,,,,802884900710,0.1
,,,,802824952826,0.15
,,,,802884823082,0.06
,,,,802884879177,0.1
,,,,802884938457,0.1
,,,,802884833674,0.1
,,,,802884805332,0.1
,,,,802885022441,0.25
,,,,880159649500223671,0.15
,,,,100360188911,0.17
,,,,802884957522,0.1
,,,,200172544356,1.25
,,,,802884924030,0.1
,,,,802884974453,0.1
,,,,802632747008,0.35
,,,,802884952741,0.05
,,,,880158200986233772,0.28
,,,,802884822898,0.12
,,,,802884837490,0.15
,,,,100374194131,0.9
,,,,802884924424,0.05
,,,,802884896762,0.14
,,,,500132950421,0.36
,,,,802633113954,0.15
,,,,600066058365,2.2
,,,,802884980661,0.06
,,,,802632748711,0.8
,,,,802152758771,0.13
,,,,802884923816,0.2
,,,,880153564220081257,0.25
,,,,802884940668,0.1
,,,,880160758315627611,1.35
,,,,802884929724,0.15
,,,,802884930921,0.1
,,,,880159847175910540,0.15
,,,,802884998087,0.08
,,,,802884828154,0.1
,,,,880157757338384287,0.15
,,,,880159090530647813,0.3
,,,,802884838113,0.14
,,,,200171831575,0.13
,,,,802633120058,0.22
,,,,802884834586,0.14
,,,,802633114862,0.1
,,,,802884956618,0.12
,,,,100374188540,2.1
,,,,100360194422,0.3
,,,,802884804430,0.25
,,,,100374198132,1.2
,,,,880150373771829631,0.25
,,,,802884793099,0.15
,,,,802884945925,0.1
,,,,880150397086293378,0.3
,,,,500147999533,0.55
,,,,802884989488,0.1
,,,,802633116769,0.15
,,,,802632739864,0.35
,,,,802885003681,0.15
,,,,560093847592,0.25
,,,,802884946772,0.15
,,,,802720899678,0.15
,,,,880156389997364085,0.25
,,,,802824950126,0.1
,,,,802884840495,0.15
,,,,500127315347,0.1
,,,,802884821109,0.05
,,,,802885022020,0.2
,,,,802824992674,0.1
,,,,802884790154,0.05
,,,,802884990125,0.05
,,,,802885024630,0.15
,,,,100374188677,0.9
,,,,802884842422,0.14
,,,,802824931010,0.25
,,,,802884746612,0.12
,,,,802884966395,0.15
,,,,100360197747,0.06
,,,,802884958307,0.05
,,,,100374188586,1.95
,,,,802884930263,0.12
,,,,802367171949,0.55
,,,,802884921877,0.15
,,,,100363304965,0.2
,,,,802884803122,0.15
,,,,802633117280,0.1
,,,,880157969522172166,0.2
,,,,801359811146,0.15
,,,,880161459270788227,0.2
,,,,802633116203,0.1
,,,,802884957218,0.15
,,,,802884821998,0.14
,,,,880160034872819530,0.2
,,,,880159215573758924,0.18
,,,,802824928225,0.2
,,,,802885023074,0.2
,,,,100247792574,4.8
,,,,802884966114,0.05
,,,,802884961247,0.1
,,,,500147975229,3.65
,,,,802632745846,0.38
,,,,802825005822,0.15
,,,,802633030559,0.3
,,,,802884941842,0.1
,,,,802885020457,0.3
,,,,802884809443,0.15
,,,,802884781334,0.2
,,,,802720890807,0.2
,,,,802884843823,0.2
,,,,500147982976,0.62
,,,,802884915818,0.1
,,,,802884956842,0.1
,,,,802720969278,0.15
,,,,880149423129516500,0.2
,,,,802885021619,0.45
,,,,802884950669,0.15
,,,,880154817978738722,0.3
,,,,802152758581,0.2
,,,,802884826882,0.1
,,,,802632747170,0.46
,,,,880159474802859934,0.05
,,,,802633095888,0.1
,,,,500132950677,0.1
,,,,802884949040,0.14
,,,,802884749633,0.1
,,,,802884959687,0.15
,,,,802884942234,0.15
,,,,802884791604,0.1
,,,,802152757055,0.13
,,,,802884969201,0.05
,,,,100374188615,1
,,,,802884833322,0.15
,,,,802884936333,0.15
,,,,D00017352696,2.02
,,,,880159371210102469,0.2
,,,,802884829882,0.16
,,,,802885023089,0.25
,,,,802884791174,0.05
,,,,802884996396,0.06
,,,,802884897889,0.1
,,,,802884948059,0.2
,,,,802884820157,0.1
,,,,880158272453586207,0.26
,,,,802884753782,0.05
,,,,200172486977,1.63
,,,,802884957425,0.15
,,,,560093847600,0.2
,,,,801359811243,0.1
,,,,100374198639,0.55
,,,,100348098682,0.4
,,,,802367169508,0.05
,,,,880159051877011550,0.3
,,,,802884995652,0.08
,,,,560093814516,11.5
,,,,802884893932,0.08
,,,,880159987894001459,0.2
,,,,802633117934,0.04
,,,,802884840934,0.06
,,,,802884923252,0.1
,,,,802884775021,0.12
,,,,802884799078,0.05
,,,,100374188836,0.15
,,,,880161451276748823,0.2
,,,,500132958220,2.5
,,,,802884944388,0.1
,,,,802884920166,0.2
,,,,802884973103,0.12
,,,,802884747517,0.05
,,,,200172513423,0.85
,,,,880156497396394388,0.25
,,,,802824935833,0.15
,,,,802633101558,0.1
,,,,880160034614576106,0.15
,,,,200172544759,0.25
,,,,802884942541,0.15
,,,,880158431270435792,0.15
,,,,802884895892,0.1
,,,,200172482921,2.06
,,,,802884906373,0.05
,,,,D00011350971,0.7
,,,,880159454958889237,0.2
,,,,802884947236,0.15
,,,,802633108312,0.05
,,,,802633116144,0.1
,,,,880156572034374186,0.15
,,,,802884945674,0.1
,,,,880159033464425691,0.05
,,,,880158240603637712,0.2
,,,,802633104903,0.1
,,,,802884992860,0.05
,,,,880159255515930742,0.15
,,,,880158639486445893,0.3
,,,,880160059306314580,0.05
,,,,100360194411,0.6
,,,,880160528328314580,0.16
,,,,802884933099,0.15
,,,,880159191655364085,0.15
,,,,802884777606,0.1
,,,,802884982456,0.15
,,,,802884972349,0.11
,,,,600037999961,1.35
,,,,100391188312,0.4
,,,,500132997263,2.61
,,,,802884943557,0.14
,,,,802884828810,0.15
,,,,802884943824,0.15
,,,,100360189616,0.1
,,,,880158647158213570,0.5
,,,,802632747855,0.78
,,,,802884929271,0.14
,,,,802633109897,0.15
,,,,802884934488,0.05
,,,,802884989501,0.15
,,,,802884787463,0.05
,,,,500132950175,0.21
,,,,802884774185,0.15
,,,,802884936184,0.15
,,,,802367171137,0.35
,,,,802633115781,0.15
,,,,802884811075,0.1
,,,,500132955743,1.8
,,,,802884814758,0.15
,,,,802884892920,0.1
,,,,802633109733,0.25
,,,,802884928541,0.1
,,,,802884960172,0.15
,,,,802885023571,0.15
,,,,802884944314,0.06
,,,,880159320222304489,0.35
,,,,880159831425920641,0.15
,,,,880159705046132762,0.15
,,,,880158033267142863,0.2
,,,,880153451649768025,0.85
,,,,802884812713,0.1
,,,,100374188694,0.55
,,,,802884965592,0.1
,,,,802884958920,0.15
,,,,100391154201,0.16
,,,,802884807294,0.2
,,,,802884803901,0.15
,,,,802367169843,0.35
,,,,802884927392,0.06
,,,,880157245738930742,0.3
,,,,880156505127798328,0.65
,,,,801359811888,0.1
,,,,802884820193,0.15
,,,,802885004157,0.15
,,,,200172482745,0.2
,,,,802824936108,0.1
,,,,802825007029,0.1
,,,,880157996117314580,0.1
,,,,802367170108,0.4
,,,,802884940917,0.15
,,,,802884922594,0.12
,,,,802884807513,0.25
,,,,560093847578,1.05
,,,,880159486580718520,0.45
,,,,880151513142910540,0.15
,,,,880158184162223671,0.6
,,,,100374198096,1.41
,,,,100374198096,1.41
,,,,802720847537,0.2
,,,,802884802472,0.15
,,,,880156393528910540,0.15
,,,,880152229739879136,0.34
,,,,802884763608,0.2
,,,,802633109372,0.1
,,,,802884813011,0.1
,,,,802632747510,0.5
,,,,880155438112849833,0.2
,,,,802884828774,0.1
,,,,802633115700,0.3
,,,,802884824028,0.2
,,,,802824938138,0.35
,,,,802884817545,0.1
,,,,802884922504,0.1
,,,,880157465965980247,0.2
,,,,880157969521011550,0.15
,,,,500147975092,0.54
,,,,802633116276,0.15
,,,,880158201049283277,0.25
,,,,802884937456,0.15
,,,,802885004482,0.1
,,,,802884942886,0.1
,,,,802884984931,0.15
,,,,500147998338,0.95
,,,,100325904588,1.77
,,,,802884870340,0.16
,,,,802884909225,0.1
,,,,802884835528,0.15
,,,,802633113278,0.1
,,,,880155693423607419,0.04
,,,,802884929552,0.15
,,,,200172544285,0.3
,,,,500132995917,0.31
,,,,100391188241,0.35
,,,,802824968285,0.05
,,,,802884979588,0.1
,,,,100306955997,0.07
,,,,802632943302,0.3
,,,,200172544044,0.25
,,,,802884844881,0.16
,,,,802824938627,0.3
,,,,880157925506314580,0.1
,,,,802884990408,0.05
,,,,802884953531,0.05
,,,,880158833510859934,0.16
,,,,802884985780,0.1
,,,,880156831916415590,0.06
,,,,100363326330,4.88
,,,,802884941152,0.08
,,,,802884834224,0.1
,,,,880159187577748823,0.15
,,,,802633088535,0.2
,,,,802885025275,0.2
,,,,802884823677,0.1
,,,,802824956969,0.1
,,,,802824938655,0.25
,,,,802884907225,0.05
,,,,880157934311071156,0.05
,,,,802884950029,0.25
,,,,802884927945,0.05
,,,,802884873122,0.1
,,,,802884921947,0.15
,,,,500147988957,0.04
,,,,880158964260485297,0.1
,,,,880154169430546803,0.08
,,,,802884884705,0.15
,,,,880160650042041853,0.16
,,,,802884811978,0.15
,,,,802825010372,0.15
,,,,802884824418,0.15
,,,,802633107367,0.08
,,,,100391188167,0.15
,,,,802884947934,0.2
,,,,802633122469,0.05
,,,,802884979450,0.1
,,,,802884970381,0.2
,,,,802884962530,0.1
,,,,802884961483,0.1
,,,,D00017352703,17.75
,,,,802633105083,0.06
,,,,500147980136,0.4
,,,,D00017352889,17.5
,,,,100391172100,0.65
,,,,802824938888,0.25
,,,,802884752006,0.1
,,,,802884948486,0.12
,,,,100348098499,0.36
,,,,802884921690,0.15
,,,,802884940937,0.1
,,,,100360187091,0.75
,,,,D00017352710,17.3
,,,,D00017352704,17.5
,,,,D00017352707,17.35
,,,,D00017352702,17.45
,,,,D00017352708,17.4
,,,,D00017352705,17.35
,,,,D00017352709,17.3
,,,,D00017352706,17.2
,,,,802884815610,0.05
,,,,500132950474,0.33
,,,,100348098531,0.08
,,,,802885021169,0.25
,,,,802884804165,0.25
,,,,802884821438,0.15
,,,,802884932435,0.1
,,,,802884847068,0.3
,,,,880156973545697318,0.2
,,,,802824933111,0.2
,,,,880152430556425691,0.34
,,,,802720930777,0.1
,,,,802884988400,0.14
,,,,802884927411,0.15
,,,,802884955126,0.14
,,,,100363327926,0.37
,,,,802824950646,0.15
,,,,802633113454,0.1
,,,,880159854940950944,0.1
,,,,802885022777,0.2
,,,,802884809838,0.05
,,,,802633109718,0.2
,,,,802884760532,0.1
,,,,802632943454,0.06
,,,,880158801620445893,0.15
,,,,880162258684102469,0.15
,,,,802884798118,0.1
,,,,802884779933,0.1
,,,,802885020500,0.15
,,,,880156230000899338,0.1
,,,,802884939277,0.1
,,,,100348092668,1
,,,,880158413935071156,0.1
,,,,880158041273990348,0.15
,,,,802884761400,0.15
,,,,880158431271798328,0.2
,,,,880159033400900449,0.2
,,,,802884945434,0.1
,,,,100306955860,0.77
,,,,880157925429415590,0.3
,,,,802884811440,0.15
,,,,880157985485314580,0.18
,,,,802884830289,0.15
,,,,802884949181,0.15
,,,,802884908068,0.15
,,,,880158606915243873,0.26
,,,,200172471037,0.1
,,,,802633110103,0.1
,,,,500127324492,0.25
,,,,802884949221,0.15
,,,,100325334626,1.5
,,,,880155296995102469,0.1
,,,,802633102530,0.12
,,,,802884888108,0.15
,,,,802885022978,0.25
,,,,880152447156970146,0.4
,,,,100348093514,1.3
,,,,802633029864,0.15
,,,,802884991146,0.1
,,,,880159461647980247,1.2
,,,,802884964964,0.05
,,,,802884873854,0.1
,,,,802885020601,0.2
,,,,802884917234,0.12
,,,,880159210922950944,0.15
,,,,802884951495,0.15
,,,,802884947350,0.1
,,,,880157924854415590,0.2
,,,,880157765272960045,0.2
,,,,802884788760,0.15
,,,,802824937225,0.15
,,,,802884981798,0.15
,,,,802884994737,0.15
,,,,802884931874,0.1
,,,,880152104856758924,0.34
,,,,100391158088,0.05
,,,,100374194701,0.05
,,,,802884946121,0.1
,,,,100293644976,0.3
,,,,802884938228,0.15
,,,,880159271257576106,0.16
,,,,100348079288,1.3
,,,,600037999501,0.7
,,,,802884971098,0.16
,,,,802824935517,0.1
,,,,802885020325,0.25
,,,,802824931829,0.1
,,,,802884984176,0.1
,,,,802884933001,0.15
,,,,100200868874,0.45
,,,,802884937541,0.05
,,,,880158535562617510,0.8
,,,,802884989412,0.15
,,,,802884967631,0.15
,,,,802884833174,0.14
,,,,802633109871,0.15
,,,,802884822242,0.1
,,,,802884800298,0.15
,,,,100363326828,0.36
,,,,880152455682485297,0.08
,,,,802884833426,0.15
,,,,802884974816,0.15
,,,,802884820351,0.04
,,,,100374194481,0.85
,,,,880162250689900449,0.15
,,,,802884780555,0.25
,,,,802884772877,0.14
,,,,802884814878,0.15
,,,,880157749314122661,0.2
,,,,100363304168,0.26
,,,,500147999691,0.1
,,,,802884813864,0.35
,,,,200172544568,0.2
,,,,200166986664,0.1
,,,,802825008035,0.06
,,,,802824981750,0.14
,,,,802633101125,0.05
,,,,802884915716,0.15
,,,,100391158167,0.05
,,,,500132981072,0.75
,,,,880159839284960045,0.15
,,,,802884803190,0.15
,,,,802884952677,0.14
,,,,200172544048,0.25
,,,,802884838330,0.05
,,,,100391158073,0.04
,,,,100360197993,0.29
,,,,802884921454,0.12
,,,,100363326284,4.95
,,,,802884999760,0.15
,,,,802633120965,0.1
,,,,802884919211,0.12
,,,,100325335847,0.34
,,,,802884980150,0.15
,,,,880158517411849833,0.12
,,,,802884802021,0.15
,,,,802884800766,0.1
,,,,802884933608,0.12
,,,,880159166453738722,0.1
,,,,802884982045,0.1
,,,,500132950497,0.3
,,,,880159332781485297,0.15
,,,,880156393567071156,0.2
,,,,802884944259,0.1
,,,,802824939292,0.15
,,,,802884932464,0.1
,,,,100348109761,0.07
,,,,802884786046,0.1
,,,,802884762851,0.15
,,,,802884807527,0.1
,,,,802884807682,0.18
,,,,880156384700849833,0.85
,,,,880158578419738722,0.18
,,,,880156428934162065,0.2
,,,,802884818198,0.1
,,,,802884802596,0.15
,,,,880149444956910540,0.86
,,,,880157815007041853,0.2
,,,,802884989993,0.06
,,,,802884792707,0.15
,,,,802884944684,0.18
,,,,100293629065,2.8
,,,,880158184161869035,0.5
,,,,802633112386,0.2
,,,,802152758639,0.11
,,,,100363334741,0.35
,,,,100260694700,6.5
,,,,802633117016,0.1
,,,,200172513169,0.15
,,,,500147980473,0.38
,,,,880158057226980247,0.3
,,,,880157316304182267,0.15
,,,,880157996840162065,0.32
,,,,200171826209,1.61
,,,,802884956431,0.14
,,,,802884805436,0.1
,,,,100363311228,0.35
,,,,880159807453910540,0.15
,,,,802884978103,0.15
,,,,200172544290,0.55
,,,,802884982476,0.1
,,,,880159293126203479,0.2
,,,,802824935756,0.3
,,,,100306955982,3.6
,,,,880151039342566005,0.12
,,,,880159104839031752,0.15
,,,,802633010151,0.15
,,,,802152758364,0.07
,,,,802884821988,0.12
,,,,802884810770,0.15
,,,,880157997097061055,0.4
,,,,802884922523,0.05
,,,,802884894045,0.14
,,,,802884970561,0.05
,,,,802633117816,0.08
,,,,802884899243,0.8
